"","Code","Sample Point","Type","Territory","Municipality","XETRS89","YETRS89","ZETRS89","Water range","Water range type","Basin","Section","Subgroup"
"187","ORI361","Arzabalza (Oria Medio) (TOLOSA)","RÍOS","Gipuzkoa","Tolosa",573919,4774134,0,"Oria VI","Ejes fluviales principales cántabro-atlánticos calcáreos. Muy modificados","Oria","Oria 4a","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"188","ORI424","Irura (Oria Medio) (ANOETA)","RÍOS","Gipuzkoa","Anoeta",575627,4779406,0,"Oria VI","Ejes fluviales principales cántabro-atlánticos calcáreos. Muy modificados","Oria","Oria 6","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"189","ORI490","Sorabilla (Oria Medio) (ANDOAIN)","RÍOS","Gipuzkoa","Andoain",578564,4784520,0,"Oria VI","Ejes fluviales principales cántabro-atlánticos calcáreos. Muy modificados","Oria","Oria 8","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"190","ORI606","Lasarte-Oria (Oria Bajo) (USURBIL)","RÍOS","Gipuzkoa","Usurbil",576528,4791362,0,"Oria VI","Ejes fluviales principales cántabro-atlánticos calcáreos. Muy modificados","Oria","Oria 12","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"191","OSA045","Auzotxikia (Salubita) (TOLOSA)","RÍOS","Gipuzkoa","Tolosa",573857,4774969,0,"Salubita","Pequeños ejes cántabro-atlánticos calcáreos","Oria","Salubita 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"192","OTU136","Fresneda (Tumecillo) (VALDEGOVÍA/GAUBEA)","RÍOS","Araba/Álava","Valdegovía/Gaubea",494433,4746834,0,"Húmedo hasta Omecillo","Ríos de montaña húmeda calcárea","Humedo - Omecillo","Tumecillo 2","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"193","OZA090","Zaldibi (Zaldivia) (ZALDIBIA)","RÍOS","Gipuzkoa","Zaldibia",568595,4766549,0,"Zaldibia","Ríos vasco-pirenaicos","Zaldivia","Zaldibia 3","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"194","OZE107","Zelaieta (Zelai) (BELAUNTZA)","RÍOS","Gipuzkoa","Belauntza",577546,4776957,0,"Berastegi","Ríos vasco-pirenaicos","Zelai","Zelai 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"195","OZI034","Errotaberri (Inurritza) (ZARAUTZ)","RÍOS","Gipuzkoa","Zarautz",567729,4791356,NA,"Iñurritza-A","Ríos costeros cántabro-atlánticos","Iñurritza","Iñurritza 1","Macroinvertebrados#Macrófitos#Organismos fitobentónicos"
"196","OZI042","Zarautz (Iñurritza) (ZARAUTZ)","RÍOS","Gipuzkoa","Zarautz",567556,4792008,0,"Iñurritza-A","Ríos costeros cántabro-atlánticos","Iñurritza","Iñurritza 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"197","PUR080","Ribera (Purón) (VALDEGOVÍA/GAUBEA)","RÍOS","Araba/Álava","Valdegovía/Gaubea",481215,4743989,0,"Purón hasta Ebro","Ríos de montaña húmeda calcárea","Purón","Purón 3","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"198","PUR086","Entrada Desfiladero (Purón)  (VALDEGOVÍA/GAUB","RÍOS","Araba/Álava","Valdegovía/Gaubea",481200,4743463,NA,"Purón hasta Ebro","Ríos de montaña húmeda calcárea","Purón","Purón 4","Vida piscícola"
"199","SA13","Regata Elgea","RÍOS","Araba/Álava","Barrundia",539199,4754713,637,"Barrundia hasta Embalse Ullibarri","Ríos de montaña húmeda calcárea","Barrundia","Ugarana 1","Aguas (Hidrología)"
"200","SA21","Estación Osma-1","RÍOS","Araba/Álava","Valdegovía/Gaubea",494737,4748748,570,"Húmedo hasta Omecillo","Ríos de montaña húmeda calcárea","Humedo - Omecillo","Tumecillo 2","Aguas (Hidrología)"
"201","SA22","Estación Osma-2","RÍOS","Araba/Álava","Valdegovía/Gaubea",494880,4749934,580,"Húmedo hasta Omecillo","Ríos de montaña húmeda calcárea","Humedo - Omecillo","Tumecillo 1","Aguas (Hidrología)"
"202","SA23","Berganzo (Inglares) (Foronómico)","RÍOS","Araba/Álava","Zambrana",518310,4721975,571,"Inglares desde Pipaon hasta Ebro","Ríos de montaña mediterránea calcárea","Inglares","Inglares 5","Aguas (Hidrología)"
"203","SA24","Salinas de Añana (Salado) (Foronómico)","RÍOS","Araba/Álava","Añana",500859,4738851,560,"Lamuera hasta Omecillo","Ríos de montaña mediterránea calcárea","La Muera - Omecillo","Salado 2","Aguas (Hidrología)"
"204","SF45","Canal de la Balsa Vitoria","RÍOS","Araba/Álava","Arratzua-Ubarrundia",529784,4745544,0,"Alegría hasta Zadorra","Ríos de montaña mediterránea calcárea","Alegria","Salburua Humedal","Aguas (Fisicoquímica)"
"205","UAL090","Olalde. Zestoa (Altzolaratz) (ZESTOA)","RÍOS","Gipuzkoa","Zestoa",564106,4788456,0,"Altzolaratz-A","Ríos vasco-pirenaicos","Altzolaratz","Altzolaratz 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"206","UIB106","Urrestilla (Ibaieder) (AZPEITIA)","RÍOS","Gipuzkoa","Azpeitia",561678,4778311,0,"Ibaieder-A","Ríos vasco-pirenaicos","Ibaieder","Ibaieder 3","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"207","UIB154","Landeta (Ibaieder) (AZPEITIA)","RÍOS","Gipuzkoa","Azpeitia",560460,4780334,0,"Ibaieder-B","Ríos vasco-pirenaicos","Ibaieder","Ibaieder 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"208","UIG052","Donostia (Igara) (DONOSTIA-SAN SEBASTIÁN)","RÍOS","Gipuzkoa","Donostia / San Sebastián",579376,4794592,0,"Igara-A","Ríos de montaña mediterránea calcárea","Igara","Igara 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"209","ULA040","Akertza (Larraondo) (ZESTOA)","RÍOS","Gipuzkoa","Zestoa",558764,4790281,0,"Larraondo-A","Ríos costeros cántabro-atlánticos","Larraondo","Larraondo 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"210","ULN061","Desembocadura Landarbaso (Landarbaso) (HERNANI)","RÍOS","Gipuzkoa","Hernani",585498,4789819,0,"Landarbaso","Pequeños ejes cántabro-atlánticos calcáreos","Urumea","Landarbaso 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"211","URO026","Brinkola (Urola Alto) (LEGAZPI)","RÍOS","Gipuzkoa","Legazpi",554645,4761777,0,"Urola-A","Ríos vasco-pirenaicos","Urola","Urola 13","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"212","URO106","Legazpi (Urola Alto) (LEGAZPI)","RÍOS","Gipuzkoa","Legazpi",554499,4769091,0,"Urola-B","Ríos vasco-pirenaicos. Muy modificados","Urola","Urola 10","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"213","URO158","Urretxu (Urola Medio) (URRETXU)","RÍOS","Gipuzkoa","Urretxu",555420,4773093,0,"Urola-C","Ríos vasco-pirenaicos","Urola","Urola 8","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"214","URO210","Aizpurutxo (Urola Medio) (AZKOITIA)","RÍOS","Gipuzkoa","Azkoitia",552754,4775716,0,"Urola-C","Ríos vasco-pirenaicos","Urola","Urola 8","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"215","URO320","Loyola (Urola Medio) (AZPEITIA)","RÍOS","Gipuzkoa","Azpeitia",558618,4780579,0,"Urola-D","Ríos vasco-pirenaicos. Muy modificados","Urola","Urola 5","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"216","URO400","Zestoa (Urola Bajo) (ZESTOA)","RÍOS","Gipuzkoa","Zestoa",560238,4786141,0,"Urola-E","Pequeños ejes cántabro-atlánticos calcáreos","Urola","Urola 3","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"217","URO490","Aizarnazabal (Urola Bajo) (ZESTOA)","RÍOS","Gipuzkoa","Zestoa",562064,4789201,0,"Urola-F","Pequeños ejes cántabro-atlánticos calcáreos","Urola","Urola 2","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"218","URO520","Oikina (Urola Bajo) (AIZARNAZABAL)","RÍOS","Gipuzkoa","Aizarnazabal",562149,4790751,0,"Urola-F","Pequeños ejes cántabro-atlánticos calcáreos","Urola","Urola 1","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"219","URU288","Pagoaga (Urumea) (HERNANI)","RÍOS","Gipuzkoa","Hernani",587355,4786268,0,"Urumea II","Pequeños ejes cántabro-atlánticos calcáreos","Urumea","Urumea 2","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"220","URU400","Lastaola (Urumea) (HERNANI)","RÍOS","Gipuzkoa","Hernani",583492,4789781,0,"Urumea III","Pequeños ejes cántabro-atlánticos calcáreos","Urumea","Urumea 3","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"221","ZAD060","Salvatierra (Zadorra Alto) (SALVATIERRA/AGURAIN)","RÍOS","Araba/Álava","Agurain/Salvatierra",549078,4745266,0,"Zadorra hasta Embalse Ullibarri","Ríos de montaña mediterránea calcárea","Zadorra","Zadorra 4","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"222","ZAD095","Heredia (Zadorra Alto) (SALVATIERRA/AGURAIN)","RÍOS","Araba/Álava","Agurain/Salvatierra",546747,4746172,NA,"Zadorra hasta Embalse Ullibarri","Ríos de montaña mediterránea calcárea","Zadorra","Zadorra 4","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Macrófitos#Organismos fitobentónicos"
"223","ZAD160","Etura (Zadorra Alto) (BARRUNDIA)","RÍOS","Araba/Álava","Barrundia",540953,4748231,0,"Zadorra hasta Embalse Ullibarri","Ríos de montaña mediterránea calcárea","Zadorra","Zadorra 5","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"224","ZAD338","Mendibil (Zadorra Medio) (ARRAZUA-UBARRUNDIA)","RÍOS","Araba/Álava","Arratzua-Ubarrundia",530401,4750560,0,"Zadorra desde Embalse Ullibarri hasta Alegría","Ríos de montaña húmeda calcárea","Zadorra","Zadorra 6","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"225","ZAD359","Durana (Zadorra Medio) (ARRAZUA-UBARRUNDIA)","RÍOS","Araba/Álava","Arratzua-Ubarrundia",529352,4748805,NA,"Zadorra desde Embalse Ullibarri hasta Alegría","Ríos de montaña húmeda calcárea","Zadorra","Zadorra 7","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Macrófitos#Organismos fitobentónicos"
"226","ZAD460","Zuazo de Vitoria (Zadorra Medio) (VITORIA-GASTEIZ)","RÍOS","Araba/Álava","Vitoria-Gasteiz",522377,4744914,0,"Zadorra desde Alegría hasta Zayas","Ríos de montaña mediterránea calcárea","Zadorra","Zadorra 9","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"227","ZAD522","Trespuentes aguas arriba confluencia del Oka (Zadorra Bajo) (IRUÑA OKA/IRUÑ","RÍOS","Araba/Álava","Iruña Oka/Iruña de Oca",518493,4743772,0,"Zadorra desde Zayas hasta Nanclares","Ríos de montaña mediterránea calcárea","Zadorra","Zadorra 10","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"228","ZAD628","Nanclares de la Oca (Zadorra Bajo) (IRUÑA OKA/IRUÑA DE OCA)","RÍOS","Araba/Álava","Iruña Oka/Iruña de Oca",515277,4740024,0,"Zadorra desde Zayas hasta Nanclares","Ríos de montaña mediterránea calcárea","Zadorra","Zadorra 11","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"229","ZAD795","Las Roturas (Zadorra Bajo) (ARMIÃ¿Ã¿N)","RÍOS","Araba/Álava","Armiñón",509901,4727583,0,"Zadorra desde Nanclares hasta Ayuda","Ejes mediterráneo-continentales poco mineralizados","Zadorra","Zadorra 13","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"230","ZAD828","Arce (Zadorra Bajo) (BERANTEVILLA)","RÍOS","Araba/Álava","Berantevilla",508473,4724952,0,"Zadorra desde Ayuda hasta Ebro","Ejes mediterráneo-continentales poco mineralizados","Zadorra","Zadorra 14","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"231","ZAI018","Okina (Ayuda Alto) (BERNEDO)","RÍOS","Araba/Álava","Bernedo",533777,4734083,0,"Ayuda hasta Molinar","Ríos de montaña húmeda calcárea","Ayuda","Ayuda 2","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"232","ZAI088","Urarte (Ayuda Alto) (BERNEDO)","RÍOS","Araba/Álava","Bernedo",533105,4727745,0,"Ayuda hasta Molinar","Ríos de montaña húmeda calcárea","Ayuda","Ayuda 3","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"233","ZAI372","Escanzana (Ayuda Bajo) (BERANTEVILLA)","RÍOS","Araba/Álava","Berantevilla",512673,4726582,0,"Ayuda desde Ríorrojo hasta Zadorra","Ríos de montaña mediterránea calcárea","Ayuda","Ayuda 5a","Aguas (Fisicoquímica)#Macroinvertebrados#Biota#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"234","ZAL150","Matauko (Alegria) (VITORIA-GASTEIZ)","RÍOS","Araba/Álava","Vitoria-Gasteiz",534517,4745694,0,"Alegría hasta Zadorra","Ríos de montaña mediterránea calcárea","Alegria","Alegria 3","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Sedimentos#Macrófitos#Organismos fitobentónicos"
"235","ZBA068","Narbaiza (Barrundia) (SAN MILLÁN/DONEMILIAGA)","RÍOS","Araba/Álava","San Millán/Donemiliaga",547707,4752032,0,"Barrundia hasta Embalse Ullibarri","Ríos de montaña húmeda calcárea","Barrundia","Barrundia 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"236","ZBA162","Maturana (Barrundia) (BARRUNDIA)","RÍOS","Araba/Álava","Barrundia",541231,4751082,0,"Barrundia hasta Embalse Ullibarri","Ríos de montaña húmeda calcárea","Barrundia","Barrundia 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"237","ZOL090","Otxandio (Olaeta-z) (OTXANDIO)","RÍOS","Bizkaia","Otxandio",528747,4764961,0,"Urkiola hasta Embalse Urrunaga","Ríos de montaña húmeda calcárea","Santa Engracia","Olaeta 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Macrófitos#Organismos fitobentónicos"
"238","ZRJ055","Mijancas (Riorojo) (BERANTEVILLA)","RÍOS","Araba/Álava","Berantevilla",514615,4727754,0,"Ríorrojo hasta Ayuda","Ríos de montaña mediterránea calcárea","Ayuda","Riorojo 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Macrófitos#Organismos fitobentónicos"
"239","ZSE042","Anteparaluzeta (Santa Engracia) (OTXANDIO)","RÍOS","Bizkaia","Otxandio",527650,4767897,0,"Urkiola hasta Embalse Urrunaga","Ríos de montaña húmeda calcárea","Santa Engracia","Santa Engrazia 1","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"240","ZSE100","Mekoleta (Santa Engracia) (OTXANDIO)","RÍOS","Bizkaia","Otxandio",526938,4765832,0,"Urkiola hasta Embalse Urrunaga","Ríos de montaña húmeda calcárea","Santa Engracia","Santa Engrazia 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"241","ZSE288","Urbina (Santa Engracia) (ARRAZUA-UBARRUNDIA)","RÍOS","Araba/Álava","Arratzua-Ubarrundia",529549,4754255,0,"Zadorra desde Embalse Ullibarri hasta Alegría","Ríos de montaña húmeda calcárea","Santa Engracia","Santa Engrazia 4","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"242","ZSE346","Amarita (Santa Engracia) (ARRAZUA-UBARRUNDIA)","RÍOS","Araba/Álava","Arratzua-Ubarrundia",529550,4749849,NA,"Zadorra desde Embalse Ullibarri hasta Alegría","Ríos de montaña húmeda calcárea","Santa Engracia",NA,"Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Macrófitos#Organismos fitobentónicos"
"243","ZUN070","Zestafe (Undabe) (ZIGOITIA)","RÍOS","Araba/Álava","Zigoitia",525733,4762008,0,"Santa Engracia hasta Embalse Urrunaga","Ríos de montaña húmeda calcárea","Santa Engracia","Undabe 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"244","ZZA064","Murua (Zaias) (VITORIA-GASTEIZ)","RÍOS","Araba/Álava","Vitoria-Gasteiz",521835,4757716,NA,"Zayas hasta Larrinoa","Ríos de montaña húmeda calcárea","Zalla","Zalla 4","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Macrófitos#Organismos fitobentónicos"
"245","ZZA246","Martioda (Zalla Bajo) (VITORIA-GASTEIZ)","RÍOS","Araba/Álava","Vitoria-Gasteiz",519855,4746479,0,"Zayas desde Larrinoa hasta Zadorra","Ríos de montaña mediterránea calcárea","Zalla","Zalla 4","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Riberas#Macrófitos#Organismos fitobentónicos"
"246","ZZU048","Ubidea (Zubiola) (UBIDE)","RÍOS","Bizkaia","Ubide",524596,4763812,0,"Santa Engracia hasta Embalse Urrunaga","Ríos de montaña húmeda calcárea","Santa Engracia","Zubiola 2","Aguas (Fisicoquímica)#Macroinvertebrados#Vida piscícola#Macrófitos#Organismos fitobentónicos"
