"Fecha","HidrocarburosN","Hidrocarburostot","Benceno","NO2","Paraxileno","NO","O3","PM10","Tolueno","dia","semana","time"
2021-08-14,0.1,1.3,0.2,1400,0.3,100,15800,5200,0.8,"sábado",NA,"13:00:00"
2021-08-14,0.1,1.4,0.2,1000,0.3,100,17400,5100,100,"sábado",NA,"14:00:00"
2021-08-14,0.1,1.3,0.2,500,0.3,100,10900,4900,0.7,"sábado",NA,"15:00:00"
2021-08-14,0.1,1.3,0.2,400,0.3,100,9100,5000,0.6,"sábado",NA,"16:00:00"
2021-08-14,0.1,1.3,0.2,600,0.3,100,8800,5400,0.6,"sábado",NA,"17:00:00"
2021-08-14,0.1,1.3,0.2,1600,0.3,100,8400,6000,0.6,"sábado",NA,"18:00:00"
2021-08-14,0.1,1.3,0.3,1600,0.3,100,7300,5500,0.8,"sábado",NA,"19:00:00"
2021-08-14,0.1,1.3,0.3,1700,0.4,100,6600,5000,100,"sábado",NA,"20:00:00"
2021-08-14,0.1,1.3,0.3,2100,0.7,100,6100,4200,1.1,"sábado",NA,"21:00:00"
2021-08-14,0.1,1.3,0.3,2100,0.8,600,6000,4000,1.2,"sábado",NA,"22:00:00"
2021-08-14,0.1,1.4,0.3,3800,1.3,100,3500,4000,2.5,"sábado",NA,"23:00:00"
2021-08-15,0.2,1.4,0.4,4600,1.8,100,2600,3900,2.9,"domingo","Fin de semana","00:00:00"
2021-08-15,0.2,1.4,0.4,3700,2.7,100,2000,4400,4.5,"domingo","Fin de semana","01:00:00"
2021-08-15,0.2,1.4,0.4,2900,5.2,100,2600,4200,10.8,"domingo","Fin de semana","02:00:00"
2021-08-15,0.2,1.7,0.3,1800,2.9,100,3900,4000,500,"domingo","Fin de semana","03:00:00"
2021-08-15,0.2,1.5,0.3,1800,400,100,3200,4200,2.7,"domingo","Fin de semana","04:00:00"
2021-08-15,0.1,1.3,0.2,900,1.8,100,4700,4000,1.7,"domingo","Fin de semana","05:00:00"
2021-08-15,0.1,1.3,0.2,1200,0.8,100,4400,3800,1.1,"domingo","Fin de semana","06:00:00"
2021-08-15,0.1,1.3,0.2,1000,0.7,100,4400,3700,1.2,"domingo","Fin de semana","07:00:00"
2021-08-15,0.1,1.3,0.2,900,0.3,100,5900,3700,0.8,"domingo","Fin de semana","08:00:00"
2021-08-15,0.1,1.3,0.2,1100,0.6,100,7200,4100,0.7,"domingo","Fin de semana","09:00:00"
2021-08-15,0.1,1.3,0.2,1100,0.4,100,8800,4300,0.9,"domingo","Fin de semana","10:00:00"
2021-08-15,0.1,1.3,0.2,1100,0.3,200,10600,4100,0.5,"domingo","Fin de semana","11:00:00"
2021-08-15,0.1,1.3,0.2,900,0.3,100,13400,4200,0.5,"domingo","Fin de semana","12:00:00"
2021-08-15,0.1,1.3,0.2,600,0.3,100,11100,4500,0.6,"domingo","Fin de semana","13:00:00"
2021-08-15,0.1,1.3,0.2,400,0.3,100,8700,4700,0.5,"domingo","Fin de semana","14:00:00"
2021-08-15,0.1,1.3,0.3,300,0.3,100,8200,5100,0.6,"domingo","Fin de semana","15:00:00"
2021-08-15,0.1,1.2,0.3,200,0.3,100,9400,5400,0.6,"domingo","Fin de semana","16:00:00"
2021-08-15,0.1,1.2,0.2,300,0.3,100,10400,4500,0.6,"domingo","Fin de semana","17:00:00"
2021-08-15,0.1,1.3,0.3,400,0.3,100,10600,3600,0.9,"domingo","Fin de semana","18:00:00"
2021-08-15,0.1,1.3,0.2,1000,0.3,100,9800,3200,0.7,"domingo","Fin de semana","19:00:00"
2021-08-15,0.1,1.3,0.3,800,0.3,100,11000,2100,0.7,"domingo","Fin de semana","20:00:00"
2021-08-15,0.1,1.3,0.2,1800,0.3,100,9400,1400,0.6,"domingo","Fin de semana","21:00:00"
2021-08-15,0.1,1.3,0.2,3700,0.5,200,6800,1900,1.6,"domingo","Fin de semana","22:00:00"
2021-08-15,0.1,1.4,0.4,4300,1.3,300,5900,2300,2.5,"domingo","Fin de semana","23:00:00"
2021-08-16,0.2,1.5,0.4,5100,2.1,100,4500,2100,3.9,"lunes","Laboral","00:00:00"
2021-08-16,0.2,1.4,0.5,2400,4.1,100,7300,1800,8.5,"lunes","Laboral","01:00:00"
2021-08-16,0.1,1.4,0.3,800,1.3,100,9600,1500,2.1,"lunes","Laboral","02:00:00"
2021-08-16,0.1,1.3,0.2,500,0.3,100,10100,1500,0.9,"lunes","Laboral","03:00:00"
2021-08-16,0.1,1.4,0.2,1100,0.5,100,8300,1300,100,"lunes","Laboral","04:00:00"
2021-08-16,0.1,1.4,0.2,2400,0.7,100,6600,1500,1.3,"lunes","Laboral","05:00:00"
2021-08-16,0.1,1.4,0.2,1900,0.7,100,8000,1500,1.3,"lunes","Laboral","06:00:00"
2021-08-16,0.1,1.4,0.3,1800,0.5,100,7800,1500,100,"lunes","Laboral","07:00:00"
2021-08-16,0.1,1.3,0.2,1100,0.3,100,7800,1800,0.8,"lunes","Laboral","08:00:00"
2021-08-16,0.1,1.3,0.2,1200,0.3,200,7900,2100,0.7,"lunes","Laboral","09:00:00"
2021-08-16,0.1,1.3,0.2,1000,0.4,200,8800,2200,0.9,"lunes","Laboral","10:00:00"
2021-08-16,0.1,1.3,0.2,800,0.3,200,9800,2000,0.6,"lunes","Laboral","11:00:00"
2021-08-16,0.1,1.3,0.2,700,0.3,100,10500,1200,0.6,"lunes","Laboral","12:00:00"
2021-08-16,0.1,1.3,0.2,700,0.3,100,11900,1200,0.5,"lunes","Laboral","13:00:00"
2021-08-16,0.1,1.3,0.2,400,0.3,100,12400,1000,0.3,"lunes","Laboral","14:00:00"
2021-08-16,0.1,1.3,0.2,500,0.3,100,12900,1100,0.4,"lunes","Laboral","15:00:00"
2021-08-16,0.1,1.3,0.2,600,0.3,100,12800,1200,0.4,"lunes","Laboral","16:00:00"
2021-08-16,0.1,1.3,0.2,700,0.3,100,12600,1000,0.5,"lunes","Laboral","17:00:00"
2021-08-16,0.1,1.3,0.2,900,0.3,100,11800,800,0.5,"lunes","Laboral","18:00:00"
2021-08-16,0.1,1.3,0.2,900,0.3,100,9800,700,0.5,"lunes","Laboral","19:00:00"
2021-08-16,0.1,1.3,0.2,900,0.3,100,8500,900,0.5,"lunes","Laboral","20:00:00"
2021-08-16,0.1,1.3,0.2,600,0.3,100,9100,1100,0.5,"lunes","Laboral","21:00:00"
2021-08-16,0.1,1.3,0.2,400,0.3,100,9200,1100,1.2,"lunes","Laboral","22:00:00"
2021-08-16,0.1,1.3,0.2,400,0.3,100,7800,900,0.6,"lunes","Laboral","23:00:00"
2021-08-17,0.1,1.3,0.2,400,0.3,100,7600,1100,0.5,"martes","Laboral","00:00:00"
2021-08-17,0.1,1.3,0.2,200,0.3,100,7600,1300,0.5,"martes","Laboral","01:00:00"
2021-08-17,0.1,1.3,0.2,200,0.3,100,7600,1400,0.5,"martes","Laboral","02:00:00"
2021-08-17,0.1,1.3,0.1,200,0.3,100,7700,1300,0.5,"martes","Laboral","03:00:00"
2021-08-17,0.1,1.3,0.1,400,0.3,100,7600,900,0.4,"martes","Laboral","04:00:00"
2021-08-17,0.1,1.3,0.1,400,0.3,100,7100,800,0.4,"martes","Laboral","05:00:00"
2021-08-17,0.1,1.3,0.2,900,0.3,100,6300,900,0.4,"martes","Laboral","06:00:00"
2021-08-17,0.1,1.3,0.3,1000,0.3,100,6100,1500,0.7,"martes","Laboral","07:00:00"
2021-08-17,0.1,1.3,0.3,900,0.4,200,6300,1600,0.9,"martes","Laboral","08:00:00"
2021-08-17,0.1,1.3,0.2,700,0.4,200,7000,1200,0.9,"martes","Laboral","09:00:00"
2021-08-17,0.1,1.3,0.2,600,0.4,100,7600,1100,0.9,"martes","Laboral","10:00:00"
2021-08-17,0.1,1.3,0.2,800,0.5,200,8500,1000,100,"martes","Laboral","11:00:00"
2021-08-17,0.1,1.3,0.1,600,0.3,100,9500,1100,100,"martes","Laboral","12:00:00"
2021-08-17,0.1,1.3,0.1,600,0.3,100,10200,700,0.6,"martes","Laboral","13:00:00"
2021-08-17,0.1,1.3,0.1,500,0.3,100,11000,800,0.4,"martes","Laboral","14:00:00"
2021-08-17,0.1,1.3,0.1,500,0.3,100,11100,900,0.4,"martes","Laboral","15:00:00"
2021-08-17,0.1,1.3,0.1,600,0.3,100,11600,700,0.5,"martes","Laboral","16:00:00"
2021-08-17,0.1,1.3,0.1,600,0.3,100,11700,900,0.4,"martes","Laboral","17:00:00"
2021-08-17,0.1,1.3,0.1,800,0.3,100,11300,600,0.4,"martes","Laboral","18:00:00"
2021-08-17,0.1,1.3,0.1,1900,0.3,300,9500,400,0.5,"martes","Laboral","19:00:00"
2021-08-17,0.1,1.3,0.3,1700,0.6,100,8800,900,1.2,"martes","Laboral","20:00:00"
2021-08-17,0.1,1.3,0.2,1100,0.5,100,9100,700,0.9,"martes","Laboral","21:00:00"
2021-08-17,0.1,1.3,0.2,900,0.3,100,8500,900,0.6,"martes","Laboral","22:00:00"
2021-08-17,0.1,1.3,0.1,700,0.3,100,8000,1200,0.5,"martes","Laboral","23:00:00"
2021-08-18,0.1,1.3,0.1,500,0.3,100,7500,1100,0.5,"miércoles",NA,"00:00:00"
2021-08-18,0.1,1.3,0.2,400,0.3,100,7300,900,0.6,"miércoles",NA,"01:00:00"
2021-08-18,0.1,1.3,0.2,400,0.3,100,7000,1100,0.7,"miércoles",NA,"02:00:00"
2021-08-18,0.1,1.3,0.2,300,0.3,100,7300,900,0.5,"miércoles",NA,"03:00:00"
2021-08-18,0.1,1.3,0.2,300,0.3,100,7200,1300,0.4,"miércoles",NA,"04:00:00"
2021-08-18,0.1,1.3,0.2,800,0.3,100,6800,1400,0.5,"miércoles",NA,"05:00:00"
2021-08-18,0.1,1.3,0.2,2000,0.3,100,5700,1200,0.9,"miércoles",NA,"06:00:00"
2021-08-18,0.1,1.4,0.3,1100,0.3,100,14200,2900,0.5,"miércoles",NA,"14:00:00"
2021-08-18,0.1,1.3,0.2,800,0.5,100,14500,3600,0.3,"miércoles",NA,"15:00:00"
2021-08-18,0.1,1.3,0.1,700,0.1,100,13700,2800,0.2,"miércoles",NA,"16:00:00"
2021-08-18,0.1,1.3,0.1,600,0.1,100,13000,2100,0.2,"miércoles",NA,"17:00:00"
2021-08-18,0.1,1.3,0.1,600,0.1,100,12800,1400,0.1,"miércoles",NA,"18:00:00"
2021-08-18,0.1,1.3,0.1,800,0.1,100,12000,600,0.3,"miércoles",NA,"19:00:00"
2021-08-18,0.1,1.3,0.1,2900,0.6,100,9200,700,100,"miércoles",NA,"20:00:00"
2021-08-18,0.1,1.3,0.2,3800,0.7,100,7500,1300,1.6,"miércoles",NA,"21:00:00"
2021-08-18,0.1,1.3,0.3,1600,0.8,100,8400,1800,1.8,"miércoles",NA,"22:00:00"
2021-08-18,0.1,1.3,0.1,700,0.1,100,8800,1800,0.2,"miércoles",NA,"23:00:00"
2021-08-19,0.1,1.3,0.1,400,0.1,100,8500,1400,0.1,"jueves","Laboral","00:00:00"
2021-08-19,0.1,1.3,0.1,300,0.1,100,8000,1300,0.2,"jueves","Laboral","01:00:00"
2021-08-19,0.1,1.3,0.1,400,0.1,100,7300,1300,0.2,"jueves","Laboral","02:00:00"
2021-08-19,0.1,1.3,0.2,600,0.3,100,6700,1500,100,"jueves","Laboral","03:00:00"
2021-08-19,0.1,1.3,0.1,600,0.2,100,6700,1500,0.4,"jueves","Laboral","04:00:00"
2021-08-19,0.1,1.3,0.1,800,0.2,100,6500,1800,0.3,"jueves","Laboral","05:00:00"
2021-08-19,0.1,1.3,0.2,2000,0.2,100,5100,1900,0.4,"jueves","Laboral","06:00:00"
2021-08-19,0.1,1.3,0.3,1700,0.5,200,5400,2100,1.1,"jueves","Laboral","07:00:00"
2021-08-19,0.1,1.3,0.3,1300,0.3,200,6200,2200,100,"jueves","Laboral","08:00:00"
2021-08-19,0.1,1.3,0.3,1000,0.3,200,6500,2800,0.9,"jueves","Laboral","09:00:00"
2021-08-19,0.1,1.3,0.2,1000,0.1,200,7600,2700,0.7,"jueves","Laboral","10:00:00"
2021-08-19,0.1,1.3,0.1,1300,0.1,200,9600,2400,0.6,"jueves","Laboral","11:00:00"
2021-08-19,0.1,1.3,0.1,1600,0.2,200,11400,2100,0.6,"jueves","Laboral","12:00:00"
2021-08-19,0.1,1.3,0.2,1400,0.2,100,13500,2200,1.1,"jueves","Laboral","13:00:00"
2021-08-19,0.1,1.3,0.2,1000,0.1,100,14700,2300,0.8,"jueves","Laboral","14:00:00"
2021-08-19,0.1,1.3,0.1,800,0.1,100,14200,1800,0.2,"jueves","Laboral","15:00:00"
2021-08-19,0.1,1.3,0.1,800,0.1,100,13300,1700,0.1,"jueves","Laboral","16:00:00"
2021-08-19,0.1,1.3,0.1,800,0.1,100,12700,1500,0.2,"jueves","Laboral","17:00:00"
2021-08-19,0.1,1.3,0.1,600,0.1,100,12200,1000,0.2,"jueves","Laboral","18:00:00"
2021-08-19,0.1,1.3,0.1,900,0.2,100,11700,1400,0.2,"jueves","Laboral","19:00:00"
2021-08-19,0.1,1.3,0.2,1700,0.2,100,10600,1900,0.7,"jueves","Laboral","20:00:00"
2021-08-19,0.1,1.3,0.2,1600,0.5,100,10600,2400,1.4,"jueves","Laboral","21:00:00"
2021-08-19,0.1,1.3,0.3,1900,0.4,100,9000,2200,100,"jueves","Laboral","22:00:00"
2021-08-19,0.1,1.3,0.2,800,0.2,100,8300,1800,0.4,"jueves","Laboral","23:00:00"
2021-08-20,0.1,1.3,0.1,500,0.1,100,7400,1800,0.1,"viernes","Laboral","00:00:00"
2021-08-20,0.1,1.3,0.1,400,0.1,100,7200,1700,0.2,"viernes","Laboral","01:00:00"
2021-08-20,0.1,1.3,0.1,700,0.1,100,6400,1700,0.2,"viernes","Laboral","02:00:00"
2021-08-20,0.1,1.3,0.1,700,0.1,100,5500,2800,0.4,"viernes","Laboral","03:00:00"
2021-08-20,0.1,1.3,0.1,700,0.1,100,5700,2400,0.4,"viernes","Laboral","04:00:00"
2021-08-20,0.1,1.3,0.1,1000,0.1,100,5600,2100,0.4,"viernes","Laboral","05:00:00"
2021-08-20,0.1,1.3,0.2,1400,0.4,100,5100,2100,0.8,"viernes","Laboral","06:00:00"
2021-08-20,0.1,1.3,0.2,1600,100,200,5200,2100,1.7,"viernes","Laboral","07:00:00"
2021-08-20,0.1,1.3,0.2,1500,0.6,300,5800,2000,1.2,"viernes","Laboral","08:00:00"
2021-08-20,0.1,1.3,0.2,1100,0.5,200,6700,2400,1.2,"viernes","Laboral","09:00:00"
2021-08-20,0.1,1.3,0.2,900,0.2,200,7900,2200,0.8,"viernes","Laboral","10:00:00"
2021-08-20,0.1,1.3,0.2,1300,0.1,200,9800,2100,0.7,"viernes","Laboral","11:00:00"
2021-08-20,0.1,1.3,0.2,1800,0.3,200,11300,1900,100,"viernes","Laboral","12:00:00"
2021-08-20,0.1,1.3,0.2,1100,0.7,100,13300,2000,1.2,"viernes","Laboral","13:00:00"
2021-08-20,0.1,1.3,0.1,800,0.1,100,12600,2200,0.3,"viernes","Laboral","14:00:00"
2021-08-20,0.1,1.3,0.1,700,0.1,100,12300,1600,0.1,"viernes","Laboral","15:00:00"
2021-08-20,0.1,1.3,0.1,500,0.1,100,12300,1300,0.2,"viernes","Laboral","16:00:00"
2021-08-20,0.1,1.3,0.1,500,0.1,100,12000,1200,0.1,"viernes","Laboral","17:00:00"
2021-08-20,0.1,1.3,0.1,500,0.1,100,11900,900,0.1,"viernes","Laboral","18:00:00"
2021-08-20,0.1,1.3,0.1,800,0.1,100,11600,1000,0.1,"viernes","Laboral","19:00:00"
2021-08-20,0.1,1.3,0.1,1600,0.2,100,10100,1500,0.4,"viernes","Laboral","20:00:00"
2021-08-20,0.1,1.3,0.1,1900,0.2,100,9500,1700,0.3,"viernes","Laboral","21:00:00"
2021-08-20,0.1,1.3,0.1,2600,0.3,100,8000,1800,0.5,"viernes","Laboral","22:00:00"
2021-08-20,0.1,1.3,0.2,2200,100,200,8300,2100,2.5,"viernes","Laboral","23:00:00"
2021-08-21,0.1,1.3,0.2,2400,0.9,100,7300,2100,1.9,"sábado",NA,"00:00:00"
2021-08-21,0.2,1.4,0.3,3300,1.2,100,4600,2300,300,"sábado",NA,"01:00:00"
2021-08-21,0.2,1.4,0.3,3100,2.8,100,4500,2700,7.3,"sábado",NA,"02:00:00"
2021-08-21,0.1,1.4,0.3,2200,2.7,100,5000,3000,6.2,"sábado",NA,"03:00:00"
2021-08-21,0.1,1.4,0.2,1500,1.5,100,5700,2700,3.2,"sábado",NA,"04:00:00"
2021-08-21,0.2,1.4,0.2,2300,1.5,100,4500,2200,3.2,"sábado",NA,"05:00:00"
2021-08-21,0.1,1.4,0.2,1200,2.1,100,6500,2100,3.1,"sábado",NA,"06:00:00"
2021-08-21,0.1,1.4,0.2,1700,0.6,200,5500,1800,1.1,"sábado",NA,"07:00:00"
2021-08-21,0.1,1.4,0.2,1100,0.7,100,6900,1900,1.3,"sábado",NA,"08:00:00"
2021-08-21,0.1,1.4,0.2,1400,0.2,200,7400,2000,0.7,"sábado",NA,"09:00:00"
2021-08-21,0.1,1.4,0.2,1400,0.2,200,9000,2000,0.6,"sábado",NA,"10:00:00"
2021-08-21,0.1,1.4,0.2,1700,0.1,200,11100,2200,0.5,"sábado",NA,"11:00:00"
2021-08-21,0.1,1.4,0.2,1900,0.5,200,12400,1800,0.9,"sábado",NA,"12:00:00"
2021-08-21,0.1,1.4,0.2,800,0.1,100,13500,1500,0.5,"sábado",NA,"13:00:00"
2021-08-21,0.1,1.3,0.1,400,0.1,100,12500,1500,0.2,"sábado",NA,"14:00:00"
2021-08-21,0.1,1.3,0.1,300,0.1,100,12500,1200,0.1,"sábado",NA,"15:00:00"
2021-08-21,0.1,1.3,0.1,300,0.1,100,12400,1000,0.1,"sábado",NA,"16:00:00"
2021-08-21,0.1,1.3,0.1,300,0.1,100,11800,1000,0.1,"sábado",NA,"17:00:00"
2021-08-21,0.1,1.3,0.1,400,0.1,100,12000,800,0.1,"sábado",NA,"18:00:00"
2021-08-21,0.1,1.3,0.1,700,0.1,100,11400,600,0.1,"sábado",NA,"19:00:00"
2021-08-21,0.1,1.3,0.1,2500,0.2,100,9000,800,0.5,"sábado",NA,"20:00:00"
2021-08-21,0.1,1.3,0.2,2200,0.3,100,9000,800,0.9,"sábado",NA,"21:00:00"
2021-08-21,0.1,1.4,0.2,3000,0.3,100,6700,1300,1.2,"sábado",NA,"22:00:00"
2021-08-21,0.2,1.5,0.3,3900,1.4,200,5600,1800,300,"sábado",NA,"23:00:00"
2021-08-22,0.1,1.4,0.3,2200,1.1,100,7100,1900,2.2,"domingo","Fin de semana","00:00:00"
2021-08-22,0.1,1.4,0.2,1100,0.6,100,8600,1500,1.1,"domingo","Fin de semana","01:00:00"
2021-08-22,0.2,1.4,0.2,1200,0.5,100,7500,1200,0.9,"domingo","Fin de semana","02:00:00"
2021-08-22,0.1,1.4,0.2,800,1.1,100,8000,1600,3.4,"domingo","Fin de semana","03:00:00"
2021-08-22,0.1,1.3,0.2,600,0.9,100,8800,1500,2.5,"domingo","Fin de semana","04:00:00"
2021-08-22,0.1,1.4,0.1,1200,0.1,100,7600,1400,0.4,"domingo","Fin de semana","05:00:00"
2021-08-22,0.1,1.4,0.2,1700,0.8,100,6400,1500,1.7,"domingo","Fin de semana","06:00:00"
2021-08-22,0.1,1.3,0.2,700,0.6,100,8100,1500,100,"domingo","Fin de semana","07:00:00"
2021-08-22,0.1,1.3,0.1,600,0.1,100,8700,1500,0.2,"domingo","Fin de semana","08:00:00"
2021-08-22,0.1,1.3,0.1,700,0.1,100,9000,1500,0.4,"domingo","Fin de semana","09:00:00"
2021-08-22,0.1,1.3,0.2,700,0.1,100,9400,1800,0.3,"domingo","Fin de semana","10:00:00"
2021-08-22,0.1,1.3,0.1,1200,0.1,200,10300,2100,0.1,"domingo","Fin de semana","11:00:00"
2021-08-22,0.1,1.3,0.1,800,0.1,100,12300,1700,0.1,"domingo","Fin de semana","12:00:00"
2021-08-22,0.1,1.3,0.1,700,0.1,100,13100,1800,0.1,"domingo","Fin de semana","13:00:00"
2021-08-22,0.1,1.3,0.1,500,0.1,100,12700,1800,0.1,"domingo","Fin de semana","14:00:00"
2021-08-22,0.1,1.3,0.1,400,0.1,100,12800,1500,0.1,"domingo","Fin de semana","15:00:00"
2021-08-22,0.1,1.3,0.1,400,0.1,100,13700,2000,0.1,"domingo","Fin de semana","16:00:00"
2021-08-22,0.1,1.3,0.1,400,0.1,100,13500,2000,0.1,"domingo","Fin de semana","17:00:00"
2021-08-22,0.1,1.3,0.1,700,0.1,100,13200,2000,0.1,"domingo","Fin de semana","18:00:00"
2021-08-22,0.1,1.3,0.1,1200,0.1,100,11900,1800,0.1,"domingo","Fin de semana","19:00:00"
2021-08-22,0.1,1.3,0.2,3100,0.5,100,8800,2400,100,"domingo","Fin de semana","20:00:00"
2021-08-22,0.1,1.4,0.3,4200,0.8,100,7100,3000,2.3,"domingo","Fin de semana","21:00:00"
2021-08-22,0.1,1.4,0.3,3700,1.4,100,6500,3600,300,"domingo","Fin de semana","22:00:00"
2021-08-22,0.1,1.4,0.2,2400,1.1,100,7300,3600,2.8,"domingo","Fin de semana","23:00:00"
2021-08-23,0.1,1.3,0.2,700,0.3,100,8000,3600,0.6,"lunes","Laboral","00:00:00"
2021-08-23,0.1,1.3,0.1,300,0.1,100,7900,3000,0.1,"lunes","Laboral","01:00:00"
2021-08-23,0.1,1.3,0.1,300,0.1,100,7500,2200,0.1,"lunes","Laboral","02:00:00"
2021-08-23,0.1,1.3,0.2,300,0.1,100,7200,1800,0.1,"lunes","Laboral","03:00:00"
2021-08-23,0.1,1.3,0.2,400,0.1,100,6500,1800,0.1,"lunes","Laboral","04:00:00"
2021-08-23,0.1,1.3,0.1,600,0.1,100,6000,1700,0.1,"lunes","Laboral","05:00:00"
2021-08-23,0.1,1.3,0.2,1400,0.1,100,5300,1700,0.3,"lunes","Laboral","06:00:00"
2021-08-23,0.1,1.3,0.2,3000,0.2,300,3500,1900,0.5,"lunes","Laboral","07:00:00"
2021-08-23,0.1,1.3,0.2,3800,0.5,800,3000,2500,1.7,"lunes","Laboral","08:00:00"
2021-08-23,0.1,1.3,0.2,1300,1.1,300,6900,2900,2.6,"lunes","Laboral","09:00:00"
2021-08-23,0.1,1.3,0.2,700,0.3,100,8900,2700,0.5,"lunes","Laboral","10:00:00"
2021-08-23,0.1,1.3,0.1,1100,0.2,100,9900,2200,0.5,"lunes","Laboral","11:00:00"
2021-08-23,0.1,1.3,0.1,1300,0.1,100,10600,2100,0.3,"lunes","Laboral","12:00:00"
2021-08-23,0.1,1.3,0.1,1000,0.1,100,12700,2500,0.1,"lunes","Laboral","13:00:00"
2021-08-23,0.1,1.3,0.1,700,0.1,100,12800,2700,0.3,"lunes","Laboral","14:00:00"
2021-08-23,0.1,1.3,0.1,900,0.1,100,13200,2500,0.2,"lunes","Laboral","15:00:00"
2021-08-23,0.1,1.3,0.1,700,0.1,100,12700,2900,0.2,"lunes","Laboral","16:00:00"
2021-08-23,0.1,1.3,0.1,700,0.1,100,11200,3400,0.1,"lunes","Laboral","17:00:00"
2021-08-23,0.1,1.3,0.1,1100,0.1,100,10100,2700,0.1,"lunes","Laboral","18:00:00"
2021-08-23,0.1,1.3,0.2,2200,0.1,100,9100,2300,0.2,"lunes","Laboral","19:00:00"
2021-08-23,0.1,1.3,0.3,2700,0.4,100,7700,2400,0.9,"lunes","Laboral","20:00:00"
2021-08-23,0.1,1.3,0.2,1400,0.3,100,7900,2400,0.9,"lunes","Laboral","21:00:00"
2021-08-23,0.1,1.3,0.1,1700,0.1,200,7600,2200,0.4,"lunes","Laboral","22:00:00"
2021-08-23,0.1,1.3,0.2,2100,0.3,500,7000,1900,1.4,"lunes","Laboral","23:00:00"
2021-08-24,0.1,1.3,0.2,1200,0.3,100,6400,1900,0.7,"martes","Laboral","00:00:00"
2021-08-24,0.1,1.3,0.1,800,0.1,100,5900,1700,0.2,"martes","Laboral","01:00:00"
2021-08-24,0.1,1.3,0.2,700,0.1,100,5500,1600,0.2,"martes","Laboral","02:00:00"
2021-08-24,0.1,1.3,0.1,600,0.1,100,5300,1600,0.1,"martes","Laboral","03:00:00"
2021-08-24,0.1,1.3,0.2,700,0.1,100,5200,1500,0.3,"martes","Laboral","04:00:00"
2021-08-24,0.1,1.3,0.2,1100,0.1,100,4700,1400,0.2,"martes","Laboral","05:00:00"
2021-08-24,0.1,1.3,0.2,1400,0.1,100,4300,1800,0.2,"martes","Laboral","06:00:00"
2021-08-24,0.1,1.3,0.2,1500,0.1,200,4000,1700,0.3,"martes","Laboral","07:00:00"
2021-08-24,0.1,1.3,0.2,1000,0.1,300,5100,1700,0.4,"martes","Laboral","08:00:00"
2021-08-24,0.1,1.3,0.2,1000,0.2,200,5900,1400,0.4,"martes","Laboral","09:00:00"
2021-08-24,0.1,1.3,0.1,900,0.3,200,7300,1400,0.6,"martes","Laboral","10:00:00"
2021-08-24,0.1,1.3,0.2,700,0.2,100,8600,1600,0.3,"martes","Laboral","11:00:00"
2021-08-24,0.1,1.3,0.1,700,0.1,100,9800,1400,0.2,"martes","Laboral","12:00:00"
2021-08-24,0.1,1.3,0.1,900,0.1,100,9900,1700,0.3,"martes","Laboral","13:00:00"
2021-08-24,0.1,1.3,0.1,1000,0.1,100,9800,2000,0.2,"martes","Laboral","14:00:00"
2021-08-24,0.1,1.3,0.1,1100,0.1,200,10200,2200,0.1,"martes","Laboral","15:00:00"
2021-08-24,0.1,1.3,0.1,1100,0.1,100,11100,2200,0.1,"martes","Laboral","16:00:00"
2021-08-24,0.1,1.3,0.1,900,0.1,100,11700,2400,0.2,"martes","Laboral","17:00:00"
2021-08-24,0.1,1.3,0.1,1100,0.1,100,11600,1900,0.1,"martes","Laboral","18:00:00"
2021-08-24,0.1,1.3,0.1,1400,0.1,100,11400,2200,0.1,"martes","Laboral","19:00:00"
2021-08-24,0.1,1.3,0.2,3100,0.1,100,9300,2800,0.4,"martes","Laboral","20:00:00"
2021-08-24,0.1,1.4,0.3,2400,0.5,100,8400,3200,1.6,"martes","Laboral","21:00:00"
2021-08-24,0.1,1.3,0.1,1000,0.3,100,9100,3300,0.5,"martes","Laboral","22:00:00"
2021-08-24,0.1,1.3,0.1,900,0.1,100,9000,2900,0.3,"martes","Laboral","23:00:00"
2021-08-25,0.1,1.3,0.1,500,0.1,100,8900,2400,0.4,"miércoles",NA,"00:00:00"
2021-08-25,0.1,1.3,0.1,600,0.1,100,8500,1900,0.3,"miércoles",NA,"01:00:00"
2021-08-25,0.1,1.3,0.1,1000,0.1,100,8200,1600,0.5,"miércoles",NA,"02:00:00"
2021-08-25,0.1,1.3,0.1,500,0.1,100,8100,2100,0.2,"miércoles",NA,"03:00:00"
2021-08-25,0.1,1.3,0.1,700,0.1,100,7400,2500,0.1,"miércoles",NA,"04:00:00"
2021-08-25,0.1,1.3,0.1,1400,0.1,100,6400,2700,0.2,"miércoles",NA,"05:00:00"
2021-08-25,0.1,1.3,0.2,1800,0.1,100,5800,2600,0.3,"miércoles",NA,"06:00:00"
2021-08-25,0.1,1.3,0.2,2900,0.4,300,4700,2500,0.7,"miércoles",NA,"07:00:00"
2021-08-25,0.1,1.3,0.3,3600,0.5,700,4200,2700,1.4,"miércoles",NA,"08:00:00"
2021-08-25,0.1,1.3,0.2,2400,0.3,300,10700,2000,1.4,"miércoles",NA,"12:00:00"
2021-08-25,0.1,1.4,0.2,1800,0.6,100,14000,3700,2.1,"miércoles",NA,"13:00:00"
2021-08-25,0.1,1.3,0.2,1100,0.2,100,15000,3400,100,"miércoles",NA,"14:00:00"
